Timestamp (Second),sinA,sinB,sinC
0.013,-0.23333636,1.9861501,3.1261258
0.013,-0.23430863,1.9860324,3.1269062
0.013,-0.23528068,1.9859141,3.1276865
0.013,-0.23625249,1.9857954,3.1284666
0.013,-0.23722406,1.9856762,3.1292465
0.013,-0.2381954,1.9855565,3.1300263
0.013,-0.2391665,1.9854362,3.1308062
0.013,-0.24013735,1.9853156,3.1315858
0.013,-0.24110797,1.9851943,3.1323652
0.013,-0.24207835,1.9850726,3.1331446
0.013,-0.24304849,1.9849504,3.133924
0.013,-0.24401838,1.9848278,3.1347032
0.013,-0.24498802,1.9847046,3.135482
0.013,-0.24595743,1.9845809,3.136261
0.013,-0.24692659,1.9844567,3.1370397
0.013,-0.24789551,1.984332,3.1378183
0.013,-0.24886416,1.9842068,3.1385968
0.013,-0.24983259,1.9840811,3.1393752
0.013,-0.25080073,1.983955,3.1401534
0.013,-0.25176865,1.9838283,3.1409316
0.013,-0.25273633,1.9837012,3.1417096
0.013,-0.2537037,1.9835736,3.1424875
0.013,-0.2546709,1.9834454,3.1432652
0.013,-0.2556378,1.9833168,3.144043
0.013,-0.25660443,1.9831876,3.1448205
0.013,-0.2575708,1.983058,3.1455977
0.013,-0.25853693,1.9829278,3.146375
0.013,-0.25950283,1.9827971,3.1471522
0.013,-0.26046842,1.982666,3.1479292
0.013,-0.26143378,1.9825344,3.148706
0.013,-0.26239887,1.9824023,3.1494827
0.013,-0.2633637,1.9822698,3.1502593
0.013,-0.26432827,1.9821366,3.1510358
0.013,-0.26529256,1.982003,3.151812
0.013,-0.2662566,1.9818689,3.1525884
0.013,-0.26722038,1.9817343,3.1533644
0.013,-0.26818386,1.9815992,3.1541405
0.013,-0.2691471,1.9814637,3.1549163
0.013,-0.27011007,1.9813275,3.155692
0.013,-0.27107278,1.981191,3.1564677
0.013,-0.27203518,1.981054,3.1572433
0.013,-0.27299735,1.9809164,3.1580186
0.013,-0.27395922,1.9807783,3.1587937
0.013,-0.27492082,1.9806397,3.1595688
0.013,-0.27588215,1.9805007,3.160344
0.013,-0.2768432,1.9803611,3.1611187
0.013,-0.277804,1.980221,3.1618934
0.013,-0.2787645,1.9800806,3.162668
0.013,-0.2797247,1.9799396,3.1634426
0.013,-0.28068465,1.979798,3.1642168
0.013,-0.28164428,1.979656,3.1649911
0.013,-0.28260368,1.9795134,3.165765
0.013,-0.28356278,1.9793705,3.1665392
0.013,-0.28452158,1.979227,3.1673129
0.013,-0.2854801,1.979083,3.1680868
0.013,-0.28643835,1.9789385,3.1688602
0.013,-0.2873963,1.9787935,3.1696336
0.013,-0.28835398,1.978648,3.170407
0.013,-0.28931135,1.978502,3.1711802
0.013,-0.29026845,1.9783555,3.1719532
0.013,-0.29122525,1.9782085,3.1727262
0.013,-0.29218176,1.9780611,3.173499
0.013,-0.29313797,1.9779131,3.1742718
0.013,-0.29409388,1.9777646,3.1750443
0.013,-0.29504952,1.9776157,3.1758168
0.013,-0.29600486,1.9774662,3.176589
0.013,-0.2969599,1.9773164,3.1773612
0.013,-0.29791462,1.9771659,3.1781332
0.013,-0.29886907,1.977015,3.1789052
0.013,-0.29982322,1.9768636,3.179677
0.013,-0.30077708,1.9767116,3.1804488
0.013,-0.3017306,1.9765593,3.1812203
0.013,-0.30268386,1.9764063,3.1819918
0.013,-0.3036368,1.9762529,3.182763
0.013,-0.30458942,1.976099,3.1835341
0.013,-0.30554175,1.9759446,3.1843052
0.013,-0.3064938,1.9757898,3.1850762
0.013,-0.3074455,1.9756345,3.185847
0.013,-0.3083969,1.9754785,3.1866176
0.013,-0.30934802,1.9753222,3.1873882
0.013,-0.3102988,1.9751654,3.1881585
0.013,-0.3112493,1.975008,3.1889288
0.013,-0.31219947,1.9748502,3.189699
0.013,-0.31314933,1.9746919,3.190469
0.013,-0.31409886,1.974533,3.1912389
0.013,-0.3150481,1.9743737,3.1920087
0.013,-0.31599703,1.9742138,3.1927783
0.013,-0.31694564,1.9740535,3.1935477
0.013,-0.31789392,1.9738927,3.194317
0.013,-0.31884187,1.9737314,3.1950865
0.013,-0.31978953,1.9735696,3.1958556
0.013,-0.32073686,1.9734074,3.1966245
0.013,-0.32168385,1.9732445,3.1973934
0.013,-0.32263055,1.9730814,3.198162
0.013,-0.32357693,1.9729176,3.1989307
0.013,-0.32452297,1.9727533,3.1996994
0.013,-0.32546866,1.9725885,3.2004676
0.013,-0.32641405,1.9724233,3.201236
0.013,-0.32735914,1.9722576,3.202004
0.013,-0.32830387,1.9720913,3.202772
0.013,-0.32924828,1.9719247,3.2035398
0.013,-0.33019236,1.9717574,3.2043076
0.013,-0.3311361,1.9715897,3.205075
0.013,-0.33207953,1.9714215,3.2058425
0.013,-0.3330226,1.9712528,3.20661
0.013,-0.33396536,1.9710836,3.2073772
0.013,-0.33490777,1.970914,3.2081442
0.013,-0.33584985,1.9707438,3.2089112
0.013,-0.3367916,1.9705731,3.209678
0.013,-0.337733,1.970402,3.2104447
0.013,-0.3386741,1.9702303,3.2112112
0.013,-0.3396148,1.9700582,3.2119777
0.013,-0.34055522,1.9698856,3.212744
0.013,-0.34149528,1.9697124,3.2135103
0.013,-0.34243497,1.9695388,3.2142763
0.013,-0.34337434,1.9693646,3.215042
0.013,-0.34431338,1.9691901,3.215808
0.013,-0.34525207,1.969015,3.2165737
0.013,-0.3461904,1.9688394,3.2173393
0.013,-0.3471284,1.9686633,3.2181046
0.013,-0.34806603,1.9684868,3.21887
0.013,-0.34900331,1.9683096,3.219635
0.013,-0.34994027,1.9681321,3.2204
0.013,-0.35087687,1.967954,3.221165
0.013,-0.3518131,1.9677756,3.2219298
0.013,-0.35274902,1.9675965,3.2226944
0.013,-0.35368454,1.967417,3.2234588
0.013,-0.35461974,1.967237,3.2242231
0.013,-0.35555458,1.9670564,3.2249875
0.013,-0.35648906,1.9668754,3.2257516
0.013,-0.3574232,1.966694,3.2265155
0.013,-0.35835692,1.966512,3.2272794
0.013,-0.35929033,1.9663295,3.228043
0.013,-0.36022338,1.9661465,3.2288067
0.013,-0.36115608,1.965963,3.2295702
0.013,-0.3620884,1.9657791,3.2303336
0.013,-0.36302036,1.9655946,3.2310967
0.013,-0.36395195,1.9654098,3.23186
0.013,-0.36488318,1.9652243,3.2326229
0.013,-0.36581406,1.9650384,3.2333856
0.013,-0.36674458,1.964852,3.2341483
0.013,-0.3676747,1.964665,3.234911
0.013,-0.36860448,1.9644777,3.2356734
0.013,-0.3695339,1.9642898,3.2364357
0.013,-0.37046292,1.9641014,3.2371979
0.013,-0.37139156,1.9639126,3.2379599
0.013,-0.37231988,1.9637232,3.2387218
0.013,-0.37324777,1.9635334,3.2394836
0.013,-0.37417534,1.963343,3.2402453
0.013,-0.3751025,1.9631523,3.2410069
0.013,-0.37602928,1.962961,3.2417684
0.013,-0.37695572,1.9627692,3.2425296
0.013,-0.37788177,1.9625769,3.2432907
0.013,-0.37880743,1.962384,3.2440517
0.013,-0.3797327,1.9621907,3.2448125
0.013,-0.3806576,1.9619969,3.2455733
0.013,-0.38158214,1.9618027,3.2463338
0.013,-0.38250628,1.9616079,3.2470944
0.013,-0.38343003,1.9614127,3.2478547
0.013,-0.38435343,1.9612169,3.248615
0.013,-0.3852764,1.9610207,3.249375
0.013,-0.38619903,1.960824,3.2501352
0.013,-0.38712126,1.9606268,3.250895
0.013,-0.38804308,1.9604292,3.2516546
0.013,-0.38896453,1.960231,3.2524142
0.013,-0.38988557,1.9600323,3.2531738
0.013,-0.39080626,1.9598331,3.253933
0.013,-0.39172652,1.9596335,3.2546923
0.013,-0.39264643,1.9594333,3.2554512
0.013,-0.39356592,1.9592327,3.2562103
0.013,-0.39448503,1.9590316,3.256969
0.013,-0.3954037,1.95883,3.2577276
0.013,-0.39632204,1.9586278,3.2584863
0.013,-0.39723995,1.9584253,3.2592447
0.013,-0.39815745,1.9582222,3.260003
0.013,-0.39907458,1.9580187,3.260761
0.013,-0.3999913,1.9578146,3.2615192
0.013,-0.4009076,1.95761,3.2622771
0.013,-0.40182352,1.957405,3.2630348
0.013,-0.40273905,1.9571995,3.2637925
0.013,-0.40365416,1.9569935,3.26455
0.013,-0.40456888,1.9567869,3.2653072
0.013,-0.4054832,1.9565799,3.2660646
0.013,-0.40639707,1.9563725,3.2668216
0.013,-0.40731058,1.9561645,3.2675786
0.013,-0.40822366,1.955956,3.2683356
0.013,-0.40913633,1.955747,3.269092
0.013,-0.4100486,1.9555376,3.2698488
0.013,-0.41096047,1.9553276,3.2706053
0.013,-0.4118719,1.9551172,3.2713616
0.013,-0.41278294,1.9549063,3.2721179
0.013,-0.41369358,1.954695,3.2728739
0.013,-0.41460377,1.954483,3.2736297
0.013,-0.41551358,1.9542707,3.2743855
0.013,-0.41642293,1.9540578,3.2751412
0.013,-0.4173319,1.9538444,3.2758968
0.013,-0.41824046,1.9536307,3.276652
0.013,-0.4191486,1.9534163,3.2774074
0.013,-0.42005628,1.9532015,3.2781625
0.013,-0.4209636,1.9529862,3.2789176
0.013,-0.42187044,1.9527704,3.2796724
0.013,-0.42277688,1.9525541,3.2804272
0.013,-0.4236829,1.9523374,3.2811818
0.013,-0.4245885,1.9521201,3.2819364
0.013,-0.4254937,1.9519024,3.2826908
0.013,-0.42639843,1.9516841,3.283445
0.013,-0.42730275,1.9514654,3.284199
0.013,-0.42820665,1.9512461,3.284953
0.013,-0.4291101,1.9510264,3.2857068
0.013,-0.43001315,1.9508063,3.2864606
0.013,-0.43091577,1.9505856,3.287214
0.013,-0.43181795,1.9503645,3.2879674
0.013,-0.43271968,1.9501429,3.2887208
0.013,-0.433621,1.9499207,3.289474
0.013,-0.43452188,1.9496981,3.2902272
0.013,-0.43542233,1.9494749,3.29098
0.013,-0.43632233,1.9492514,3.2917328
0.013,-0.43722188,1.9490273,3.2924855
0.013,-0.43812102,1.9488027,3.293238
0.013,-0.43901974,1.9485776,3.2939904
0.013,-0.43991798,1.9483521,3.2947426
0.013,-0.4408158,1.9481261,3.2954948
0.013,-0.44171318,1.9478996,3.2962468
0.013,-0.4426101,1.9476725,3.2969985
0.013,-0.4435066,1.947445,3.2977502
0.013,-0.44440266,1.9472171,3.298502
0.013,-0.44529825,1.9469886,3.2992532
0.013,-0.44619343,1.9467597,3.3000047
0.013,-0.44708812,1.9465302,3.3007557
0.013,-0.4479824,1.9463003,3.301507
0.013,-0.44887623,1.9460698,3.3022578
0.013,-0.4497696,1.9458389,3.3030086
0.013,-0.45066252,1.9456075,3.3037593
0.013,-0.45155498,1.9453757,3.3045099
0.013,-0.452447,1.9451433,3.3052602
0.013,-0.45333856,1.9449105,3.3060105
0.013,-0.45422968,1.9446771,3.3067608
0.013,-0.45512033,1.9444433,3.3075106
0.013,-0.45601052,1.944209,3.3082607
0.013,-0.45690027,1.9439743,3.3090103
0.013,-0.45778957,1.9437389,3.3097599
0.013,-0.4586784,1.9435031,3.3105094
0.013,-0.45956677,1.943267,3.3112588
0.013,-0.46045467,1.9430302,3.312008
0.013,-0.46134213,1.942793,3.312757
0.013,-0.46222913,1.9425553,3.3135061
0.013,-0.46311566,1.9423171,3.3142548
0.013,-0.46400172,1.9420785,3.3150034
0.013,-0.46488732,1.9418392,3.315752
0.013,-0.46577245,1.9415996,3.3165004
0.013,-0.46665713,1.9413595,3.3172488
0.013,-0.46754134,1.9411188,3.317997
0.013,-0.46842507,1.9408778,3.318745
0.013,-0.46930835,1.9406362,3.3194928
0.013,-0.47019115,1.940394,3.3202405
0.013,-0.47107348,1.9401516,3.3209882
0.013,-0.47195533,1.9399085,3.3217356
0.013,-0.47283673,1.939665,3.322483
0.013,-0.47371763,1.9394209,3.3232303
0.013,-0.47459808,1.9391764,3.3239775
0.013,-0.47547805,1.9389315,3.3247244
0.013,-0.47635752,1.938686,3.3254712
0.013,-0.47723654,1.9384401,3.326218
0.013,-0.47811508,1.9381936,3.3269644
0.013,-0.47899315,1.9379467,3.3277109
0.013,-0.4798707,1.9376993,3.328457
0.013,-0.48074782,1.9374514,3.3292034
0.013,-0.48162442,1.937203,3.3299494
0.013,-0.48250058,1.9369541,3.3306952
0.013,-0.48337623,1.9367048,3.331441
0.013,-0.48425138,1.936455,3.3321867
0.013,-0.48512608,1.9362047,3.332932
0.013,-0.48600027,1.9359539,3.3336775
0.013,-0.48687398,1.9357026,3.3344226
0.013,-0.48774722,1.9354508,3.335168
0.013,-0.48861995,1.9351985,3.3359127
0.013,-0.4894922,1.9349458,3.3366575
0.013,-0.490364,1.9346926,3.3374023
0.013,-0.49123526,1.934439,3.338147
0.013,-0.49210605,1.9341847,3.3388913
0.013,-0.49297634,1.93393,3.3396356
0.013,-0.49384612,1.9336749,3.3403797
0.013,-0.49471542,1.9334192,3.3411238
0.013,-0.49558422,1.9331632,3.3418677
0.013,-0.49645254,1.9329065,3.3426113
0.013,-0.49732035,1.9326495,3.343355
0.013,-0.4981877,1.9323919,3.3440986
0.013,-0.4990545,1.9321338,3.344842
0.013,-0.49992082,1.9318753,3.345585
0.013,-0.50078666,1.9316163,3.3463283
0.013,-0.50165194,1.9313568,3.3470712
0.013,-0.5025168,1.9310968,3.3478138
0.013,-0.5033811,1.9308363,3.3485568
0.013,-0.5042449,1.9305754,3.3492992
0.013,-0.50510824,1.930314,3.3500416
0.013,-0.505971,1.930052,3.3507838
0.013,-0.5068333,1.9297897,3.351526
0.013,-0.5076951,1.9295268,3.352268
0.013,-0.50855637,1.9292635,3.35301
0.013,-0.5094172,1.9289995,3.3537517
0.013,-0.51027745,1.9287353,3.3544934
0.013,-0.5111372,1.9284705,3.3552349
0.013,-0.51199645,1.9282051,3.355976
0.013,-0.5128552,1.9279394,3.3567173
0.013,-0.51371336,1.9276731,3.3574584
0.013,-0.5145711,1.9274064,3.3581994
0.013,-0.51542825,1.9271392,3.3589401
0.013,-0.51628494,1.9268715,3.359681
0.013,-0.5171411,1.9266033,3.3604214
0.013,-0.5179967,1.9263346,3.361162
0.013,-0.5188519,1.9260654,3.361902
0.013,-0.5197065,1.9257959,3.3626423
0.013,-0.52056056,1.9255258,3.3633823
0.013,-0.5214141,1.9252552,3.3641222
0.013,-0.52226716,1.9249841,3.364862
0.013,-0.5231197,1.9247125,3.3656015
0.013,-0.5239717,1.9244405,3.3663409
0.013,-0.5248231,1.924168,3.3670802
0.013,-0.5256741,1.923895,3.3678195
0.013,-0.52652454,1.9236215,3.3685584
0.013,-0.52737445,1.9233476,3.3692975
0.013,-0.5282238,1.9230732,3.3700361
0.013,-0.52907264,1.9227983,3.370775
0.013,-0.52992094,1.9225229,3.3715134
0.013,-0.53076875,1.9222469,3.3722517
0.013,-0.531616,1.9219706,3.3729901
0.013,-0.5324627,1.9216938,3.3737283
0.013,-0.53330886,1.9214164,3.3744662
0.013,-0.53415453,1.9211386,3.375204
0.013,-0.53499967,1.9208604,3.3759418
0.013,-0.53584427,1.9205816,3.3766792
0.013,-0.53668827,1.9203024,3.3774166
0.013,-0.5375318,1.9200226,3.378154
0.013,-0.5383748,1.9197425,3.3788912
0.013,-0.53921723,1.9194617,3.3796282
0.013,-0.5400591,1.9191806,3.3803651
0.013,-0.54090047,1.9188989,3.3811018
0.013,-0.5417413,1.9186169,3.3818386
0.013,-0.54258156,1.9183342,3.382575
0.013,-0.54342127,1.9180511,3.3833115
0.013,-0.5442605,1.9177676,3.3840477
0.013,-0.54509914,1.9174836,3.3847837
0.013,-0.54593724,1.917199,3.3855197
0.013,-0.5467748,1.916914,3.3862555
0.013,-0.5476118,1.9166286,3.3869913
0.013,-0.54844826,1.9163426,3.3877268
0.013,-0.54928416,1.9160562,3.388462
0.013,-0.5501195,1.9157692,3.3891973
0.013,-0.55095434,1.9154819,3.3899326
0.013,-0.55178857,1.915194,3.3906677
0.013,-0.5526223,1.9149057,3.3914025
0.013,-0.5534555,1.9146168,3.3921373
0.013,-0.554288,1.9143275,3.3928719
0.013,-0.5551201,1.9140377,3.3936062
0.013,-0.5559516,1.9137474,3.3943405
0.013,-0.55678254,1.9134567,3.3950748
0.013,-0.5576129,1.9131655,3.3958087
0.013,-0.5584427,1.9128737,3.3965428
0.013,-0.559272,1.9125816,3.3972764
0.013,-0.5601007,1.9122889,3.3980103
0.013,-0.5609288,1.9119958,3.3987436
0.013,-0.56175643,1.9117022,3.399477
0.013,-0.56258345,1.9114081,3.4002104
0.013,-0.5634099,1.9111135,3.4009435
0.013,-0.5642358,1.9108185,3.4016764
0.013,-0.56506115,1.9105229,3.4024093
0.013,-0.5658859,1.910227,3.403142
0.013,-0.5667101,1.9099305,3.4038744
0.013,-0.56753373,1.9096335,3.4046068
0.013,-0.5683568,1.9093361,3.4053392
0.013,-0.5691793,1.9090382,3.4060714
0.013,-0.57000124,1.9087398,3.4068034
0.013,-0.5708226,1.908441,3.4075353
0.013,-0.57164335,1.9081416,3.408267
0.013,-0.5724636,1.9078418,3.4089985
0.013,-0.57328326,1.9075415,3.40973
0.013,-0.5741023,1.9072407,3.4104614
0.013,-0.5749208,1.9069395,3.4111927
0.013,-0.5757387,1.9066378,3.4119236
0.013,-0.5765561,1.9063356,3.4126546
0.013,-0.57737285,1.9060328,3.4133854
0.013,-0.578189,1.9057297,3.414116
0.013,-0.57900465,1.905426,3.4148464
0.013,-0.5798197,1.9051219,3.415577
0.013,-0.5806341,1.9048173,3.4163072
0.013,-0.581448,1.9045123,3.4170372
0.013,-0.5822613,1.9042068,3.4177673
0.013,-0.58307403,1.9039007,3.418497
0.013,-0.58388615,1.9035943,3.4192266
0.013,-0.58469766,1.9032873,3.4199562
0.013,-0.58550864,1.9029799,3.4206858
0.013,-0.586319,1.9026719,3.421415
0.013,-0.5871288,1.9023635,3.4221442
0.013,-0.587938,1.9020547,3.4228733
0.013,-0.5887466,1.9017453,3.423602
0.013,-0.5895546,1.9014355,3.4243307
0.013,-0.5903621,1.9011252,3.4250593
0.013,-0.5911689,1.9008144,3.425788
0.013,-0.59197515,1.9005032,3.426516
0.013,-0.5927808,1.9001914,3.4272444
0.013,-0.5935859,1.8998793,3.4279723
0.013,-0.59439033,1.8995667,3.4287002
0.013,-0.5951942,1.8992535,3.429428
0.013,-0.5959975,1.8989398,3.4301558
0.013,-0.5968002,1.8986257,3.4308832
0.013,-0.5976023,1.8983111,3.4316106
0.013,-0.5984038,1.8979962,3.4323378
0.013,-0.5992047,1.8976806,3.433065
0.013,-0.600005,1.8973646,3.4337919
0.013,-0.6008047,1.8970481,3.4345188
0.013,-0.6016038,1.8967313,3.4352453
0.013,-0.60240227,1.8964138,3.435972
0.013,-0.60320014,1.8960959,3.4366984
0.013,-0.60399747,1.8957776,3.4374247
0.013,-0.60479414,1.8954587,3.4381506
0.013,-0.6055902,1.8951393,3.4388766
0.013,-0.6063857,1.8948196,3.4396026
0.013,-0.60718054,1.8944993,3.4403284
0.013,-0.6079748,1.8941786,3.4410539
0.013,-0.60876846,1.8938574,3.4417794
0.013,-0.6095615,1.8935357,3.4425046
0.013,-0.61035395,1.8932136,3.4432297
0.013,-0.6111458,1.8928909,3.4439547
0.013,-0.611937,1.8925679,3.4446797
0.013,-0.6127276,1.8922442,3.4454045
0.013,-0.6135176,1.8919202,3.446129
0.013,-0.6143069,1.8915957,3.4468536
0.013,-0.61509573,1.8912708,3.447578
0.013,-0.6158838,1.8909452,3.448302
0.013,-0.6166714,1.8906193,3.449026
0.013,-0.6174583,1.8902929,3.4497502
0.013,-0.6182446,1.889966,3.4504738
0.013,-0.61903024,1.8896387,3.4511976
0.013,-0.61981535,1.8893108,3.451921
0.013,-0.62059975,1.8889825,3.4526443
0.013,-0.62138355,1.8886538,3.4533677
0.013,-0.62216675,1.8883245,3.4540908
0.013,-0.62294936,1.8879948,3.4548137
0.013,-0.6237313,1.8876646,3.4555366
0.013,-0.6245126,1.887334,3.4562593
0.013,-0.6252933,1.8870028,3.4569817
0.013,-0.6260734,1.8866712,3.457704
0.013,-0.62685287,1.8863392,3.4584265
0.013,-0.62763166,1.8860066,3.4591486
0.013,-0.62840986,1.8856735,3.4598706
0.013,-0.62918746,1.8853401,3.4605925
0.013,-0.62996435,1.8850061,3.4613142
0.013,-0.6307407,1.8846717,3.4620357
0.013,-0.6315164,1.8843368,3.462757
0.013,-0.63229144,1.8840014,3.4634783
0.013,-0.6330658,1.8836656,3.4641995
0.013,-0.6338396,1.8833293,3.4649205
0.013,-0.63461274,1.8829925,3.4656415
0.013,-0.6353853,1.8826551,3.4663622
0.013,-0.63615716,1.8823174,3.4670827
0.013,-0.6369284,1.8819792,3.4678032
0.013,-0.637699,1.8816406,3.4685237
0.013,-0.638469,1.8813014,3.4692438
0.013,-0.6392383,1.8809619,3.4699638
0.013,-0.64000696,1.8806218,3.4706838
0.013,-0.640775,1.8802812,3.4714036
0.013,-0.64154243,1.8799402,3.4721231
0.013,-0.6423092,1.8795987,3.4728427
0.013,-0.64307535,1.8792567,3.473562
0.013,-0.6438408,1.8789144,3.4742813
0.013,-0.64460564,1.8785714,3.4750004
0.013,-0.6453698,1.8782281,3.4757192
0.013,-0.64613336,1.8778841,3.476438
0.013,-0.6468963,1.8775399,3.4771569
0.013,-0.6476585,1.8771951,3.4778752
0.013,-0.64842016,1.8768499,3.4785936
0.013,-0.6491811,1.8765042,3.479312
0.013,-0.6499414,1.876158,3.48003
0.013,-0.65070105,1.8758113,3.480748
0.013,-0.6514601,1.8754642,3.4814658
0.013,-0.65221846,1.8751166,3.4821835
0.013,-0.65297616,1.8747685,3.482901
0.013,-0.6537332,1.8744199,3.4836185
0.013,-0.6544896,1.874071,3.4843357
0.013,-0.65524536,1.8737215,3.4850528
0.013,-0.65600044,1.8733716,3.4857697
0.013,-0.65675485,1.8730211,3.4864867
0.013,-0.6575086,1.8726703,3.4872034
0.013,-0.6582618,1.872319,3.48792
0.013,-0.6590142,1.8719672,3.4886365
0.013,-0.659766,1.8716148,3.4893527
0.013,-0.66051716,1.8712621,3.490069
0.013,-0.66126764,1.8709089,3.490785
0.013,-0.66201746,1.8705552,3.4915009
0.013,-0.66276664,1.8702011,3.4922166
0.013,-0.6635151,1.8698465,3.492932
0.013,-0.66426295,1.8694913,3.4936476
0.013,-0.6650101,1.8691359,3.4943628
0.013,-0.6657566,1.8687798,3.495078
0.013,-0.6665024,1.8684233,3.495793
0.013,-0.6672476,1.8680663,3.496508
0.013,-0.6679921,1.8677089,3.4972227
0.013,-0.6687359,1.867351,3.4979374
0.013,-0.66947913,1.8669927,3.4986517
0.014,-0.6702216,1.8666339,3.499366
0.014,-0.6709634,1.8662746,3.5000803
0.014,-0.6717046,1.8659148,3.5007944
0.014,-0.67244506,1.8655546,3.5015082
0.014,-0.6731849,1.865194,3.502222
0.014,-0.673924,1.8648328,3.5029356
0.014,-0.6746625,1.8644712,3.5036492
0.014,-0.67540026,1.864109,3.5043626
0.014,-0.6761374,1.8637465,3.5050757
0.014,-0.6768738,1.8633835,3.5057888
0.014,-0.67760956,1.8630201,3.506502
0.014,-0.67834467,1.8626561,3.5072145
0.014,-0.67907906,1.8622917,3.5079272
0.014,-0.6798128,1.8619268,3.5086398
0.014,-0.68054587,1.8615614,3.5093522
0.014,-0.6812782,1.8611957,3.5100644
0.014,-0.6820099,1.8608294,3.5107765
0.014,-0.68274087,1.8604627,3.5114884
0.014,-0.6834712,1.8600954,3.5122004
0.014,-0.6842008,1.8597277,3.512912
0.014,-0.6849298,1.8593596,3.5136235
0.014,-0.68565804,1.858991,3.514335
0.014,-0.68638563,1.858622,3.5150461
0.014,-0.68711257,1.8582524,3.5157573
0.014,-0.68783873,1.8578824,3.5164683
0.014,-0.68856424,1.857512,3.517179
0.014,-0.6892891,1.857141,3.5178897
0.014,-0.69001323,1.8567697,3.5186002
0.014,-0.6907367,1.8563977,3.5193107
0.014,-0.6914595,1.8560255,3.520021
0.014,-0.6921815,1.8556527,3.520731
0.014,-0.6929029,1.8552794,3.521441
0.014,-0.6936236,1.8549057,3.522151
0.014,-0.69434357,1.8545315,3.5228605
0.014,-0.6950629,1.854157,3.52357
0.014,-0.69578147,1.8537818,3.5242796
0.014,-0.6964994,1.8534063,3.524989
0.014,-0.6972166,1.8530302,3.525698
0.014,-0.6979331,1.8526537,3.526407
0.014,-0.6986489,1.8522768,3.5271158
0.014,-0.699364,1.8518994,3.5278246
0.014,-0.7000784,1.8515215,3.5285332
0.014,-0.70079213,1.8511431,3.5292416
0.014,-0.7015052,1.8507644,3.52995
0.014,-0.70221746,1.8503851,3.530658
0.014,-0.7029291,1.8500054,3.531366
0.014,-0.70364,1.8496252,3.532074
0.014,-0.70435023,1.8492445,3.5327816
0.014,-0.7050597,1.8488634,3.5334892
0.014,-0.7057685,1.8484818,3.5341966
0.014,-0.70647657,1.8480998,3.534904
0.014,-0.70718396,1.8477173,3.5356112
0.014,-0.7078906,1.8473343,3.536318
0.014,-0.70859665,1.8469509,3.537025
0.014,-0.7093019,1.846567,3.5377316
0.014,-0.7100064,1.8461827,3.5384383
0.014,-0.7107103,1.8457979,3.5391448
0.014,-0.7114134,1.8454126,3.5398512
0.014,-0.7121158,1.8450269,3.5405574
0.014,-0.71281755,1.8446406,3.5412633
0.014,-0.7135185,1.844254,3.5419693
0.014,-0.7142188,1.8438668,3.542675
0.014,-0.7149184,1.8434793,3.5433805
0.014,-0.71561724,1.8430912,3.544086
0.014,-0.7163153,1.8427027,3.5447912
0.014,-0.71701276,1.8423138,3.5454965
0.014,-0.7177095,1.8419243,3.5462015
0.014,-0.7184054,1.8415345,3.5469065
0.014,-0.7191007,1.8411441,3.5476112
0.014,-0.7197953,1.8407533,3.5483158
0.014,-0.7204891,1.8403621,3.5490203
0.014,-0.7211822,1.8399704,3.5497246
0.014,-0.7218746,1.8395782,3.5504289
0.014,-0.72256625,1.8391855,3.551133
0.014,-0.7232572,1.8387924,3.5518367
0.014,-0.7239474,1.8383988,3.5525405
0.014,-0.7246369,1.8380048,3.553244
0.014,-0.72532564,1.8376104,3.5539477
0.014,-0.7260137,1.8372154,3.554651
0.014,-0.726701,1.83682,3.555354
0.014,-0.7273876,1.8364241,3.5560572
0.014,-0.7280735,1.8360279,3.55676
0.014,-0.72875863,1.835631,3.557463
0.014,-0.729443,1.8352338,3.5581656
0.014,-0.7301267,1.8348361,3.558868
0.014,-0.7308096,1.834438,3.5595703
0.014,-0.73149186,1.8340393,3.5602725
0.014,-0.7321733,1.8336403,3.5609746
0.014,-0.73285407,1.8332407,3.5616765
0.014,-0.7335341,1.8328408,3.5623782
0.014,-0.7342134,1.8324404,3.5630798
0.014,-0.73489195,1.8320394,3.5637813
0.014,-0.7355698,1.8316381,3.5644827
0.014,-0.7362468,1.8312362,3.5651839
0.014,-0.7369232,1.8308339,3.5658848
0.014,-0.7375988,1.8304312,3.5665858
0.014,-0.7382737,1.830028,3.5672865
0.014,-0.7389478,1.8296244,3.5679872
0.014,-0.7396212,1.8292203,3.5686877
0.014,-0.74029386,1.8288157,3.5693882
0.014,-0.7409658,1.8284106,3.5700881
0.014,-0.74163693,1.8280052,3.5707884
0.014,-0.74230736,1.8275993,3.5714881
0.014,-0.7429771,1.8271929,3.572188
0.014,-0.743646,1.826786,3.5728877
0.014,-0.7443142,1.8263787,3.5735872
0.014,-0.74498165,1.8259709,3.5742865
0.014,-0.7456484,1.8255627,3.5749857
0.014,-0.74631435,1.8251541,3.5756848
0.014,-0.74697953,1.8247449,3.5763836
0.014,-0.747644,1.8243353,3.5770824
0.014,-0.74830776,1.8239253,3.577781
0.014,-0.74897075,1.8235148,3.5784795
0.014,-0.74963295,1.8231038,3.5791779
0.014,-0.75029445,1.8226924,3.579876
0.014,-0.75095516,1.8222805,3.580574
0.014,-0.75161517,1.8218682,3.581272
0.014,-0.7522744,1.8214555,3.5819697
0.014,-0.75293285,1.8210422,3.5826674
0.014,-0.7535906,1.8206285,3.583365
